2018;12;01;00;00;6.60
2018;12;01;01;00;6.51
2018;12;01;02;00;7.38
2018;12;01;03;00;6.63
2018;12;01;04;00;5.83
2018;12;01;05;00;5.63
2018;12;01;06;00;5.47
2018;12;01;07;00;4.79
2018;12;01;08;00;4.65
2018;12;01;09;00;5.13
2018;12;01;10;00;6.88
2018;12;01;11;00;8.33
2018;12;01;12;00;9.30
2018;12;01;13;00;10.14
2018;12;01;14;00;10.79
2018;12;01;15;00;10.89
2018;12;01;16;00;10.51
2018;12;01;17;00;9.84
2018;12;01;18;00;8.76
2018;12;01;19;00;7.00
2018;12;01;20;00;7.21
2018;12;01;21;00;8.13
2018;12;01;22;00;8.57
2018;12;01;23;00;8.75
2018;12;02;00;00;8.91
2018;12;02;01;00;9.23
2018;12;02;02;00;9.44
2018;12;02;03;00;9.43
2018;12;02;04;00;9.67
2018;12;02;05;00;9.65
2018;12;02;06;00;9.70
2018;12;02;07;00;9.45
2018;12;02;08;00;9.59
2018;12;02;09;00;10.15
2018;12;02;10;00;10.58
2018;12;02;11;00;11.79
2018;12;02;12;00;12.05
2018;12;02;13;00;13.17
2018;12;02;14;00;13.53
2018;12;02;15;00;13.68
2018;12;02;16;00;13.36
2018;12;02;17;00;12.84
2018;12;02;18;00;12.73
2018;12;02;19;00;12.57
2018;12;02;20;00;12.59
2018;12;02;21;00;12.88
2018;12;02;22;00;12.86
2018;12;02;23;00;12.61
2018;12;03;00;00;12.77
2018;12;03;01;00;12.91
2018;12;03;02;00;11.99
2018;12;03;03;00;12.17
2018;12;03;04;00;12.48
2018;12;03;05;00;12.48
2018;12;03;06;00;12.23
2018;12;03;07;00;12.24
2018;12;03;08;00;12.18
2018;12;03;09;00;12.73
2018;12;03;10;00;13.81
2018;12;03;11;00;15.00
2018;12;03;12;00;15.12
2018;12;03;13;00;14.56
2018;12;03;14;00;15.39
2018;12;03;15;00;15.54
2018;12;03;16;00;15.15
2018;12;03;17;00;14.25
2018;12;03;18;00;14.25
2018;12;03;19;00;13.87
2018;12;03;20;00;13.10
2018;12;03;21;00;12.05
2018;12;03;22;00;11.66
2018;12;03;23;00;11.55
2018;12;04;00;00;11.53
2018;12;04;01;00;11.38
2018;12;04;02;00;10.66
2018;12;04;03;00;10.44
2018;12;04;04;00;10.30
2018;12;04;05;00;10.21
2018;12;04;06;00;9.88
2018;12;04;07;00;9.74
2018;12;04;08;00;9.61
2018;12;04;09;00;9.87
2018;12;04;10;00;10.36
2018;12;04;11;00;10.36
2018;12;04;12;00;10.58
2018;12;04;13;00;11.24
2018;12;04;14;00;11.66
2018;12;04;15;00;11.33
2018;12;04;16;00;10.95
2018;12;04;17;00;10.44
2018;12;04;18;00;9.76
2018;12;04;19;00;9.09
2018;12;04;20;00;9.02
2018;12;04;21;00;8.99
2018;12;04;22;00;8.52
2018;12;04;23;00;7.58
2018;12;05;00;00;7.23
2018;12;05;01;00;7.20
2018;12;05;02;00;7.33
2018;12;05;03;00;7.44
2018;12;05;04;00;7.38
2018;12;05;05;00;7.44
2018;12;05;06;00;7.58
2018;12;05;07;00;7.55
2018;12;05;08;00;7.58
2018;12;05;09;00;7.84
2018;12;05;10;00;8.81
2018;12;05;11;00;10.80
2018;12;05;12;00;11.69
2018;12;05;13;00;12.68
2018;12;05;14;00;13.43
2018;12;05;15;00;13.81
2018;12;05;16;00;13.46
2018;12;05;17;00;12.46
2018;12;05;18;00;11.22
2018;12;05;19;00;10.27
2018;12;05;20;00;9.78
2018;12;05;21;00;9.94
2018;12;05;22;00;11.35
2018;12;05;23;00;12.27
2018;12;06;00;00;11.85
2018;12;06;01;00;10.64
2018;12;06;02;00;11.36
2018;12;06;03;00;11.34
2018;12;06;04;00;11.46
2018;12;06;05;00;11.30
2018;12;06;06;00;11.07
2018;12;06;07;00;10.90
2018;12;06;08;00;10.73
2018;12;06;09;00;11.21
2018;12;06;10;00;12.01
2018;12;06;11;00;11.95
2018;12;06;12;00;12.12
2018;12;06;13;00;13.04
2018;12;06;14;00;12.94
2018;12;06;15;00;13.10
2018;12;06;16;00;13.10
2018;12;06;17;00;12.65
2018;12;06;18;00;11.78
2018;12;06;19;00;10.14
2018;12;06;20;00;8.61
2018;12;06;21;00;8.59
2018;12;06;22;00;9.06
2018;12;06;23;00;10.48
2018;12;07;00;00;11.64
2018;12;07;01;00;10.47
2018;12;07;02;00;10.78
2018;12;07;03;00;11.37
2018;12;07;04;00;11.27
2018;12;07;05;00;11.17
2018;12;07;06;00;10.83
2018;12;07;07;00;10.74
2018;12;07;08;00;10.46
2018;12;07;09;00;10.24
2018;12;07;10;00;10.57
2018;12;07;11;00;11.36
2018;12;07;12;00;11.64
2018;12;07;13;00;12.99
2018;12;07;14;00;13.32
2018;12;07;15;00;13.56
2018;12;07;16;00;13.32
2018;12;07;17;00;11.34
2018;12;07;18;00;10.98
2018;12;07;19;00;12.31
2018;12;07;20;00;11.79
2018;12;07;21;00;11.39
2018;12;07;22;00;9.30
